"","en"
"game_spell_description_AkaliMota","Akali spins her kama at a target enemy to deal magic damage and mark the target for 6 seconds. Akali's melee attacks against a marked target will trigger and consume the mark to cause additional damage and restore Energy."
"game_spell_description_AkaliShadowDance","Akali moves through shadows to quickly strike her target, dealing damage and consuming an Essence of Shadow charge. Akali recharges Essence of Shadow charges both periodically and upon kills and assists, max 3 stacks."
"game_spell_description_AkaliShadowSwipe","Akali flourishes her kamas, dealing damage based on her Attack Damage and Ability Power."
"game_spell_description_AkaliSmokeBomb","Akali throws down a cover of smoke. While inside the area, Akali gains Armor and Magic Resist and becomes stealthed. Attacking or using abilities will briefly reveal her. Enemies inside the smoke have their Movement Speed reduced."
"game_spell_description_AlphaStrike","Master Yi leaps across the battlefield with blinding speed, dealing magic damage to multiple units in his path with a chance to deal bonus magic damage to minions."
"game_spell_description_AlZaharCalloftheVoid","Malzahar opens up two portals to the void.  After a short delay, they fire projectiles that deal magic damage and silence enemy champions."
"game_spell_description_AlZaharMaleficVisions","Malzahar infects his target's mind with cruel visions of their demise, dealing damage each second. If the target dies while afflicted by the visions, they pass on to a nearby enemy unit and Malzahar gains mana.  Malzahar's Voidlings are attracted to affected units."
"game_spell_description_AlZaharNetherGrasp","Malzahar channels the essence of the Void to suppress his target and deal damage each second."
"game_spell_description_AlZaharNullZone","Malzahar creates a zone of negative energy which damages enemies that stand in it."
"game_spell_description_ArcaneMastery","Ryze becomes more adept at arcane magic, permanently increasing Ryze's maximum mana and causing his attacks to deal magic damage upon activation."
"game_spell_description_ArmsmasterRelentlessAttack","Relentless Assault Attack"
"game_spell_description_AsheSpiritOfTheHawk","Each time Ashe kills a unit, she gains some extra gold. Ashe can activate to send her Hawk Spirit on a scouting mission."
"game_spell_description_AsheSpiritOfTheHawkCast","Each time Ashe kills a unit, she gains some extra gold.  Ashe can activate to send her Hawk Spirit on a scouting mission."
"game_spell_description_AspectOfTheCougar","Nidalee transforms herself into a cougar, gaining new abilities and increased movement speed in the process."
"game_spell_description_AstralBlessing","Soraka blesses a friendly unit, restoring health and increasing armor for a short time."
"game_spell_description_AuraofDespair","Overcome by anguish, nearby enemies lose a percentage of their maximum health each second."
"game_spell_description_Backstab","Jester's Basic Attack"
"game_spell_description_BandageToss","Amumu tosses a sticky bandage at a target, stunning and damaging the target while he pulls himself to them."
"game_spell_description_BantamTrap","Teemo places an explosive poisonous trap using one of the mushrooms stored in his pack.  If an enemy steps on the trap it will release a poisonous cloud, slowing enemies and damaging them over time."
"game_spell_description_BlackShield","Places a protective barrier around an allied champion, absorbing magical damage and disables until penetrated or the shield dissipates."
"game_spell_description_BlindingDart","Obscures an enemy's vision with a powerful venom, dealing damage to the target unit and causing all attacks to miss for the duration."
"game_spell_description_BlindMonkEOne","Tempest: Lee Sin smashes the ground sending out a shockwave that deals magic damage and reveals enemy units hit. If Tempest hits an enemy, Lee Sin can cast cripple for the next 3 seconds.<br>Cripple: Lee Sin cripples nearby enemies revealed by Tempest, reducing their Movement and Attack Speed for 4 seconds. Movement and Attack Speed recover gradually over the duration."
"game_spell_description_BlindMonkETwo","Lee Sin cripples nearby enemies revealed by Tempest, reducing their Movement and Attack Speed for 4 seconds. Movement and Attack Speed recover gradually over the duration."
"game_spell_description_BlindMonkQOne","Sonic Wave: Lee Sin projects a discordant wave of sound to locate his enemies, dealing physical damage to the first enemy it encounters. If Sonic Wave hits, Lee Sin can cast Resonating Strike for the next 3 seconds.<br>Resonating Strike: Lee Sin dashes to the enemy hit by Sonic Wave, dealing physical damage plus 10% of their missing health."
"game_spell_description_BlindMonkQTwo","Lee Sin dashes to the enemy hit by Sonic Wave, dealing physical damage plus 10% of their missing health"
"game_spell_description_BlindMonkR","Lee Sin performs a powerful roundhouse kick launching his target back, dealing physical damage to the target and any enemies they collide with. Enemies the target collides with are knocked into the air for a short duration. This technique was taught to him by Jesse Perring, although Lee Sin does not kick players off the map."
"game_spell_description_BlindMonkRKick","Lee Sin performs a powerful roundhouse kick launching his target back, dealing physical damage to the target and any enemies they collide with. Enemies the target collides with are knocked into the air for a short duration. This technique was taught to him by Jesse Perring, although Lee Sin does not kick players off the map."
"game_spell_description_BlindMonkWOne","Safeguard: Lee Sin rushes towards a target ally, shielding them both from damage. If a shield is broken, half the Energy cost is returned. After using Safeguard, Lee Sin can cast Iron Will for the next 3 seconds.<br>Iron Will: Lee Sin's intense training allows him to thrive in battle. For 5 seconds, Lee Sin gains Lifesteal, Spell Vamp, and Armor."
"game_spell_description_BlindMonkWTwo","Lee Sin's intense training allows him to thrive in battle. For 5 seconds, Lee Sin gains Lifesteal and Armor."
"game_spell_description_BloodBoil","Nunu invigorates himself and an allied unit by heating their blood, increasing their Movement and Attack Speeds."
"game_spell_description_Bloodlust","Tryndamere thrives on the thrills of combat, increasing his Attack Damage as he is more and more wounded. He can cast Bloodlust to consume his Fury and heal himself."
"game_spell_description_BloodScent","Warwick passively senses weakened enemy champions around him.  The scent of blood sends him into a fury, causing him to move at incredible speeds."
"game_spell_description_BlueCardAttack","One of Twisted Fate's deadly cards."
"game_spell_description_BluePill","No description"
"game_spell_description_BouncingBlades","Katarina throws a dagger that bounces from enemy to enemy, dealing magic damage."
"game_spell_description_BrandAblaze","Brand's spells light his targets ablaze, dealing 2% of their maximum Health in magic damage per second for 4 seconds. (Max: 80 damage vs. Monsters) "
"game_spell_description_BrandBlaze","Brand launches a ball of fire forward that deals magic damage. If the target is ablaze, Sear will stun the target for 2 seconds."
"game_spell_description_BrandConflagration","Brand conjures a powerful blast at his target, dealing magic damage to them. If the target is ablaze, Conflagration spreads to nearby enemies."
"game_spell_description_BrandFissure","After a short delay, Brand creates a pillar of flame at a target area, dealing magic damage to enemy units with the area. Units that are ablaze take an additional 25% damage."
"game_spell_description_BrandWildfire","Brand unleashes a devastating torrent of fire, dealing magic damage each time it bounces. If a target is ablaze, Pyroclasm's missile speed increases."
"game_spell_description_Burning","Deals damage over time."
"game_spell_description_BurningAgony","Dr. Mundo drains his health to reduce the duration of disables and deal continual damage to nearby enemies."
"game_spell_description_Bushwhack","In human form, Nidalee lays a damaging trap for unwary opponents that, when sprung, reveals the target and reduces their armor and magic resistance for 12 seconds.  As a cougar, she pounces forward, dealing a small amount of damage when she lands.  Pounce is not affected by cooldown reduction."
"game_spell_description_BusterShot","Tristana loads a massive cannonball into her weapon and fires it at an enemy unit. This deals magic damage and knocks the target back."
"game_spell_description_CaitlynAceintheHole","Caitlyn takes time to line up the perfect shot, dealing massive damage to a single target at a huge range. Enemy champions can intercept the bullet for their ally."
"game_spell_description_CaitlynEntrapment","Caitlyn fires a heavy net to slow her target. The recoil knocks Caitlyn back."
"game_spell_description_CaitlynHeadshotMissile","Every 8 attacks (attacks while in brush count as 2), Caitlyn will fire a headshot, dealing either 150% damage to a champion or 250% damage to a minion."
"game_spell_description_CaitlynPiltoverPeacemaker","Caitlyn revs up her rifle for 1 second to unleash a penetrating shot that deals physical damage (deals less damage to subsequent targets)."
"game_spell_description_CaitlynYordleTrap","Caitlyn sets a trap to find sneaky yordles. When sprung, the trap immobilizes the champion, reveals them for a short duration, and deals magic damage over 1.5 seconds."
"game_spell_description_Cannibalism","Sion consumes some of his enemies' life force on each attack, leeching health to himself and nearby allies. The smell of flesh also renews Sion's fervor, increasing his Attack Speed.  "
"game_spell_description_CannonBarrage","Gangplank signals his ship to fire upon an area for 6 seconds, slowing enemies and dealing random damage in the area."
"game_spell_description_CardmasterStack","Every 4 attacks, Twisted Fate deals bonus damage. In addition, his attack speed is increased and his cooldowns are decreased."
"game_spell_description_CardmasterTrapCard","Cardmaster throws a card on the ground, that will activate upon being touched. If an ally activates the card, it will apply a small movement speed buff and a heal over time. If an enemy activates the card, it will apply damage over time."
"game_spell_description_CarpetBomb","Corki surges to target location, dropping bombs that create a trail of destruction for opponents who remain in the fire."
"game_spell_description_CassiopeiaMiasma","Cassiopeia releases a cloud of poison, lightly damaging and slowing any enemy that happens to pass through it."
"game_spell_description_CassiopeiaNoxiousBlast","Cassiopeia blasts an area with a delayed high damage poison, granting her increased Movement Speed if she hits a champion."
"game_spell_description_CassiopeiaPetrifyingGaze","Cassiopeia releases a swirl of magical energy from her eyes, stunning any enemies in front of her that are facing her and slowing any others with their back turned."
"game_spell_description_CassiopeiaTwinFang","Cassiopeia lets loose a damaging attack at her target.  If the target is poisoned the cooldown of this spell is refreshed. "
"game_spell_description_CH1ConcussionGrenade","Heimerdinger lobs a grenade at a location, dealing damage to enemy units as well as stunning anyone directly hit and blinding surrounding units."
"game_spell_description_ChronoShift","Zilean places a protective time rune on an allied champion, teleporting the champion back in time if they take lethal damage."
"game_spell_description_Consume","Nunu commands the yeti to take a bite out of a target minion or monster, dealing heavy damage to it and healing himself."
"game_spell_description_CorpseExplosion","Whenever a nearby enemy dies around Amumu, their corpse explodes dealing damage to all surrounding enemy units."
"game_spell_description_Crowstorm","A murder of crows flock wildly around Fiddlesticks, dealing damage each second to all enemy units in the area."
"game_spell_description_CrypticGaze","Sion's stare terrifies a single enemy, dealing damage and stunning them."
"game_spell_description_Crystallize","Anivia condenses the moisture in the air into an impassable wall of ice to block all movement. The wall only lasts a short duration before it melts."
"game_spell_description_CurseoftheSadMummy","Amumu entangles surrounding enemy units in bandages, damaging them and rendering them unable to attack or move."
"game_spell_description_DarkBinding","Morgana releases a sphere of dark magic.  Upon contact with an enemy unit, the sphere will deal magic damage and force the unit to the ground for a period of time."
"game_spell_description_DarkBindingMissile","Morgana releases a sphere of dark magic.  Upon contact with an enemy unit, the sphere will deal magic damage and force the unit to the ground for a period of time."
"game_spell_description_Dazzle","Taric emits a brilliant ball of prismatic light from his gemmed shield, stunning his target and damaging them based on how close he is to them."
"game_spell_description_DeathLotus","Katarina goes into a state of extreme focus, throwing daggers with unrivaled speed at up to three nearby champions."
"game_spell_description_DeathsCaress","Sion surrounds himself with a damage-absorbing shield.  If the shield is not destroyed in 10 seconds then it will explode, dealing damage to surrounding enemies. Cast again after 4 seconds to manually detonate."
"game_spell_description_DeathsCaressCancel","Dispel your Death's Caress, causing damage to nearby enemies."
"game_spell_description_DeathsCaressFull","Sion surrounds himself with a damage-absorbing shield.  If the shield is not destroyed in 10 seconds then it will explode, dealing damage to surrounding enemies. Cast again after 4 seconds to manually detonate."
"game_spell_description_DebilitatingPoison","Infects all nearby champions with Debilitating Poison, slowing their movement speed."
"game_spell_description_Deceive","Shaco stealths himself instantly and teleports to target location.  His next attack is guaranteed to critically strike."
